timestamp,total_power,fridge,dryer,coffee machine,kettle,washing machine,pc,freezer,occupancy,weather,tod_slot,tariff,cost
2012-06-10 3:00:00,76.75,14.58,0.04,0.02,0,38.83,9.69,13.59,1,Summer,off-peak hour,0.10,7.68
2012-06-10 4:00:00,95.31,22.48,0.05,0.07,0,40.5,9.69,22.52,1,Summer,off-peak hour,0.10,9.53
2012-06-10 5:00:00,96.81,1,0.05,0.04,0,71.25,9.69,14.78,1,Summer,off-peak hour,0.10,9.68
2012-06-10 6:00:00,108.2,37.87,0.04,0.03,0,39.37,9.67,21.22,1,Summer,off-peak hour,0.10,10.82
2012-06-10 7:00:00,73.92,2.61,0.05,0.03,0,45.64,9.7,15.89,1,Summer,off-peak hour,0.10,7.39
2012-06-10 8:00:00,396.86,32.99,0.05,0.02,101.65,232.08,9.71,20.36,1,Summer,off-peak hour,0.10,39.69
2012-06-10 9:00:00,221.54,21.78,0.05,0.04,0,173.09,9.7,16.88,1,Summer,off-peak hour,0.10,22.15
2012-06-10 10:00:00,968.59,31.77,0.04,64.72,0,842.77,9.69,19.6,1,Summer,off-peak hour,0.10,96.86
2012-06-10 11:00:00,614.84,12.56,0.05,0.02,0,575.41,9.69,17.11,1,Summer,off-peak hour,0.10,61.48
2012-06-10 12:00:00,233.61,21.11,0.05,0.01,0,183.67,9.68,19.09,1,Summer,off-peak hour,0.10,23.36
2012-06-10 13:00:00,232.52,23.69,0.04,0.04,0,181.11,9.69,17.95,1,Summer,off-peak hour,0.10,23.25
2012-06-10 14:00:00,215.29,5.77,0.05,0.03,0,181.62,9.7,18.12,0,Summer,off-peak hour,0.10,21.53
2012-06-10 15:00:00,230.77,38.31,0.05,0.03,0,163.62,9.72,19.04,0,Summer,off-peak hour,0.10,23.08
2012-06-10 16:00:00,75.17,3.98,0.05,0.01,0,44.41,9.71,17.01,0,Summer,off-peak hour,0.10,7.52
2012-06-10 17:00:00,281.53,39.67,0.05,0.02,0,211.98,9.69,20.12,1,Summer,off-peak hour,0.10,28.15
2012-06-10 18:00:00,129.33,9.18,0.05,0.02,0,93.96,9.71,16.41,1,Summer,peak hour,0.22,28.45
2012-06-10 19:00:00,118.16,21.62,0.07,0.06,0,65.93,9.7,20.78,1,Summer,peak hour,0.22,26.00
2012-06-10 20:00:00,111.15,21.95,0.06,0.09,0,63.82,10.06,15.17,1,Summer,peak hour,0.22,24.45
2012-06-10 21:00:00,288.83,6.18,0.06,0.09,30.87,92.58,137.21,21.84,1,Summer,peak hour,0.22,63.54
2012-06-10 22:00:00,236.85,39.43,0.05,0.06,0,53.85,128.88,14.58,1,Summer,peak hour,0.22,52.11
2012-06-10 23:00:00,105.48,3.95,0.05,0.02,0,58.86,20.41,22.19,1,Summer,off-peak hour,0.10,10.55
2012-06-11 0:00:00,113.29,35.24,0.04,0.02,0,49.06,14.66,14.27,1,Summer,off-peak hour,0.10,11.33
2012-06-11 1:00:00,97.22,9.72,0.05,0.03,0,50.56,14.65,22.21,1,Summer,off-peak hour,0.10,9.72
2012-06-11 2:00:00,94.21,15.79,0.05,0.03,0,49.61,14.71,14.02,1,Summer,off-peak hour,0.10,9.42
2012-06-11 3:00:00,118.93,28.99,0.04,0.01,0,52.41,14.68,22.8,1,Summer,off-peak hour,0.10,11.89
2012-06-11 4:00:00,82.88,3.92,0.04,0.03,0,50.99,14.67,13.23,1,Summer,off-peak hour,0.10,8.29
2012-06-11 5:00:00,246.01,41.45,0.05,0.03,54.07,113,14.62,22.79,1,Summer,off-peak hour,0.10,24.60
2012-06-11 6:00:00,155.12,7.96,0.06,0.02,0,118.29,14.67,14.12,1,Summer,off-peak hour,0.10,15.51
2012-06-11 7:00:00,131.39,34.49,0.05,0.04,0,63.38,11.49,21.94,1,Summer,off-peak hour,0.10,13.14
2012-06-11 8:00:00,142.15,16.89,0.05,0.04,0,100.61,9.67,14.89,1,Summer,off-peak hour,0.10,14.22
2012-06-11 9:00:00,128.56,11.49,0.04,0.02,0,85.68,9.77,21.56,0,Summer,off-peak hour,0.10,12.86
2012-06-11 10:00:00,172.84,33.94,0.05,0.02,0,113.78,9.83,15.22,0,Summer,off-peak hour,0.10,17.28
2012-06-11 11:00:00,765.61,4.78,0.05,0.01,0,729.96,9.78,21.03,0,Summer,off-peak hour,0.10,76.56
2012-06-11 12:00:00,229.77,39.33,0.05,0.03,0,164.84,9.81,15.71,0,Summer,off-peak hour,0.10,22.98
2012-06-11 13:00:00,160.76,4.04,0.06,70.92,0,54.59,9.8,21.35,0,Summer,off-peak hour,0.10,16.08
2012-06-11 14:00:00,116.97,46.53,0.05,0.02,0,44.94,9.82,15.61,0,Summer,off-peak hour,0.10,11.70
2012-06-11 15:00:00,679.41,4.42,582.84,0.01,0.75,61.33,9.81,20.25,1,Summer,off-peak hour,0.10,67.94
2012-06-11 16:00:00,732.96,34.31,603.45,0.05,1,67.64,9.81,16.7,1,Summer,off-peak hour,0.10,73.30
2012-06-11 17:00:00,764.85,11.63,5.91,0.01,1,716.91,9.83,19.56,1,Summer,off-peak hour,0.10,76.49
2012-06-11 18:00:00,210.54,31.3,0.05,0.01,1,150.86,9.86,17.46,1,Summer,peak hour,0.22,46.32
2012-06-11 19:00:00,201.73,24.42,0.05,0.07,1,147.19,9.86,19.14,1,Summer,peak hour,0.22,44.38
2012-06-11 20:00:00,165.65,21.53,0.06,0.08,0.93,109.96,9.96,23.13,1,Summer,peak hour,0.22,36.44
2012-06-11 21:00:00,841.96,45.64,277.9,0.04,34.3,337.28,125.21,21.59,1,Summer,peak hour,0.22,185.23
2012-06-11 22:00:00,1732.39,1.25,819.72,0.06,0,693.34,201.43,16.59,1,Summer,peak hour,0.22,381.13
2012-06-11 23:00:00,624.47,33.84,48.13,0.04,0,441.97,79.97,20.52,1,Summer,off-peak hour,0.10,62.45
2012-06-12 0:00:00,91.75,13.21,0.06,0.03,0,47.76,14.71,15.98,1,Summer,off-peak hour,0.10,9.18
2012-06-12 1:00:00,91.12,11.62,0.04,0.02,0,44.47,14.66,20.31,1,Summer,off-peak hour,0.10,9.11
2012-06-12 2:00:00,115.66,35.62,0.05,0.02,0,49.15,14.7,16.12,1,Summer,off-peak hour,0.10,11.57
2012-06-12 3:00:00,85.85,3.99,0.04,0.05,0,46.48,14.68,20.61,1,Summer,off-peak hour,0.10,8.59
2012-06-12 4:00:00,242.57,35.43,0.03,0.02,0,177.01,14.68,15.4,1,Summer,off-peak hour,0.10,24.26
2012-06-12 5:00:00,275.99,11.31,0.04,0.03,0,228.4,14.66,21.55,1,Summer,off-peak hour,0.10,27.60
2012-06-12 6:00:00,130.62,21.13,0.05,0.01,0,83.56,11.58,14.29,1,Summer,off-peak hour,0.10,13.06
2012-06-12 7:00:00,120.36,25.3,0.05,0.03,0,63.23,9.67,22.08,1,Summer,off-peak hour,0.10,12.04
2012-06-12 8:00:00,249.39,3.85,0.04,0.04,29.06,191.69,10.02,14.69,1,Summer,off-peak hour,0.10,24.94
2012-06-12 9:00:00,222.68,44.86,0.05,114.85,0,31.29,9.85,21.78,0,Summer,off-peak hour,0.10,22.27
2012-06-12 10:00:00,308.98,4.36,0.04,20.05,0,259.72,10.13,14.68,0,Summer,off-peak hour,0.10,30.90
2012-06-12 11:00:00,326.79,36.99,0.06,0.02,0,258.59,9.69,21.44,0,Summer,off-peak hour,0.10,32.68
2012-06-12 12:00:00,95.42,12.27,0.06,0.06,0,58.33,9.69,15.01,0,Summer,off-peak hour,0.10,9.54
2012-06-12 13:00:00,84.31,14.64,0.07,0.04,0,38.32,9.68,21.56,0,Summer,off-peak hour,0.10,8.43
2012-06-12 14:00:00,95.24,31.78,0.06,39.23,0,0.08,9.72,14.45,0,Summer,off-peak hour,0.10,9.52
2012-06-12 15:00:00,74.51,3.87,0.07,0.01,0,38.8,9.63,22.13,0,Summer,off-peak hour,0.10,7.45
2012-06-12 16:00:00,102.05,40.66,0.07,0.04,0,37.86,9.65,13.77,0,Summer,off-peak hour,0.10,10.21
2012-06-12 17:00:00,79.53,5.64,0.06,0.07,0,41.11,9.7,22.95,0,Summer,off-peak hour,0.10,7.95
2012-06-12 18:00:00,118.09,33.77,0.06,0.05,0,61.09,9.66,13.46,1,Summer,peak hour,0.22,25.98
2012-06-12 19:00:00,153.09,26.24,0.07,0.04,0,94.27,9.69,22.78,1,Summer,peak hour,0.22,33.68
2012-06-12 20:00:00,118.48,3.13,0.07,0.06,43.33,46.34,9.69,15.86,1,Summer,peak hour,0.22,26.07
2012-06-12 21:00:00,719.21,41.3,0.07,0.09,33.66,580.27,40.64,23.18,1,Summer,peak hour,0.22,158.23
2012-06-12 22:00:00,932.17,3.99,0.06,0.05,0,718.13,194.92,15.02,1,Summer,peak hour,0.22,205.08
2012-06-12 23:00:00,427.03,31.98,0.05,0.02,0,211.22,162.42,21.34,1,Summer,off-peak hour,0.10,42.70
2012-06-13 0:00:00,105.02,14.18,0.05,0.03,0,46.31,29.3,15.15,1,Summer,off-peak hour,0.10,10.50
2012-06-13 1:00:00,91.54,10.54,0.05,0.02,0,45.3,14.66,20.97,1,Summer,off-peak hour,0.10,9.15
2012-06-13 2:00:00,111.78,35.11,0.05,0.02,0,46.54,14.67,15.39,1,Summer,off-peak hour,0.10,11.18
2012-06-13 3:00:00,87.81,4.1,0.08,0.02,0,48.05,14.73,20.83,1,Summer,off-peak hour,0.10,8.78
2012-06-13 4:00:00,209.27,35.77,0.05,0.02,0,143.12,14.7,15.61,1,Summer,off-peak hour,0.10,20.93
2012-06-13 5:00:00,302.83,9.95,0.06,0.06,54.79,202.61,14.63,20.73,1,Summer,off-peak hour,0.10,30.28
2012-06-13 6:00:00,148.52,32.35,0.06,41.77,0,44.19,14.71,15.44,1,Summer,off-peak hour,0.10,14.85
2012-06-13 7:00:00,219.13,20.12,0.07,56.32,0,107.88,14.62,20.12,1,Summer,off-peak hour,0.10,21.91
2012-06-13 8:00:00,139.83,20.59,0.05,0.05,0,91.22,11.25,16.67,1,Summer,off-peak hour,0.10,13.98
2012-06-13 9:00:00,192.51,27.99,0.06,0.05,0,135.32,9.69,19.4,0,Summer,off-peak hour,0.10,19.25
2012-06-13 10:00:00,70.44,5.31,0.06,0.03,0,38.62,9.69,16.73,0,Summer,off-peak hour,0.10,7.04
2012-06-13 11:00:00,454.43,42.95,0.05,0.02,0,382.56,9.67,19.18,0,Summer,off-peak hour,0.10,45.44
2012-06-13 12:00:00,144.41,3.84,0.06,0.02,0,113.69,9.68,17.12,0,Summer,off-peak hour,0.10,14.44
2012-06-13 13:00:00,111.32,41.81,0.07,0.05,0,40.97,9.66,18.76,0,Summer,off-peak hour,0.10,11.13
2012-06-13 14:00:00,82.35,8.45,0.05,0.02,0,46.22,9.7,17.91,0,Summer,off-peak hour,0.10,8.24
2012-06-13 15:00:00,94.4,22.58,0.04,0.02,0,40.75,12.8,18.21,0,Summer,off-peak hour,0.10,9.44
2012-06-13 16:00:00,173.71,27.7,0.05,0.03,0,43.68,83.99,18.26,0,Summer,off-peak hour,0.10,17.37
2012-06-13 17:00:00,282.9,1.52,0.05,0.03,0,224.99,38.34,17.97,0,Summer,off-peak hour,0.10,28.29
2012-06-13 18:00:00,155.5,45.11,0.05,0.04,0,81.82,9.88,18.6,0,Summer,peak hour,0.22,34.21
2012-06-13 19:00:00,127.43,1.38,0.07,0.09,0,98.81,9.69,17.39,1,Summer,peak hour,0.22,28.03
2012-06-13 20:00:00,253.38,39.21,0.06,0.06,0,97.97,96.89,19.19,1,Summer,peak hour,0.22,55.74
2012-06-13 21:00:00,578.9,1.26,0.07,0.08,0,526.77,33.83,16.89,1,Summer,peak hour,0.22,127.36
2012-06-13 22:00:00,739.8,29.26,0.06,0.05,0,681.01,9.67,19.75,1,Summer,peak hour,0.22,162.76
2012-06-13 23:00:00,345.1,13.63,0.05,0.02,0,305.53,9.71,16.16,1,Summer,off-peak hour,0.10,34.51
2012-06-14 0:00:00,88.4,14.4,0.06,0.04,0,43.94,9.69,20.27,1,Summer,off-peak hour,0.10,8.84
2012-06-14 1:00:00,100.3,29.89,0.06,0.02,0,44.98,9.68,15.67,1,Summer,off-peak hour,0.10,10.03
2012-06-14 2:00:00,78.44,4.02,0.05,0.03,0,43.8,9.69,20.85,1,Summer,off-peak hour,0.10,7.84
2012-06-14 3:00:00,109.76,40.25,0.06,0.02,0,44.7,9.7,15.03,1,Summer,off-peak hour,0.10,10.98
2012-06-14 4:00:00,167.9,4.05,0.05,0.01,0,132.46,9.7,21.63,1,Summer,off-peak hour,0.10,16.79
2012-06-14 5:00:00,251.68,28.14,0.06,0.03,0,199.56,9.66,14.23,1,Summer,off-peak hour,0.10,25.17
2012-06-14 6:00:00,186.58,19.26,0.05,0.05,0,135.72,9.69,21.81,1,Summer,off-peak hour,0.10,18.66
2012-06-14 7:00:00,477.94,23.47,0.05,74.65,63.57,292.41,9.69,14.1,1,Summer,off-peak hour,0.10,47.79
2012-06-14 8:00:00,714.39,27.46,0.06,0.04,0,654.6,9.73,22.5,0,Summer,off-peak hour,0.10,71.44
2012-06-14 9:00:00,515.24,5.19,278.21,0.01,0,208.15,10.19,13.49,0,Summer,off-peak hour,0.10,51.52
2012-06-14 10:00:00,924.07,40.53,804.68,0.02,0,46.52,9.68,22.64,0,Summer,off-peak hour,0.10,92.41
2012-06-14 11:00:00,979.81,5.36,24.36,0.03,0,921.53,9.71,18.82,0,Summer,off-peak hour,0.10,97.98
2012-06-14 12:00:00,317.28,49.96,0.08,0.04,0,237.89,9.79,19.52,0,Summer,off-peak hour,0.10,31.73
2012-06-14 13:00:00,625.17,5.25,0.05,0.05,0,592.79,9.66,17.37,0,Summer,off-peak hour,0.10,62.52
2012-06-14 14:00:00,197.39,37.57,0.05,0.02,0,130.63,9.71,19.41,0,Summer,off-peak hour,0.10,19.74
2012-06-14 15:00:00,79.54,12.08,0.05,0.04,0,41.03,9.69,16.65,0,Summer,off-peak hour,0.10,7.95
2012-06-14 16:00:00,89.25,20.29,0.05,0.04,0,39.62,9.68,19.57,0,Summer,off-peak hour,0.10,8.93
2012-06-14 17:00:00,447.56,32.17,0.04,0.02,0,389.12,9.72,16.49,0,Summer,off-peak hour,0.10,44.76
2012-06-14 18:00:00,324.13,32.89,0.05,0.02,0,261.84,9.65,19.68,1,Summer,peak hour,0.22,71.31
2012-06-14 19:00:00,557.07,16.7,0.06,0.08,0.1,514.12,9.69,16.32,1,Summer,peak hour,0.22,122.56
2012-06-14 20:00:00,759.87,38.5,0.05,0.09,0.61,642.23,51.85,26.54,1,Summer,peak hour,0.22,167.17
2012-06-14 21:00:00,318.99,28.64,0.05,0.07,0,71.29,196.33,22.61,1,Summer,peak hour,0.22,70.18
2012-06-14 22:00:00,253.37,21.84,0.05,0.04,0,64.39,144.1,22.95,1,Summer,peak hour,0.22,55.74
2012-06-14 23:00:00,113.82,25.76,0.06,0.02,0,39.78,23.23,24.97,1,Summer,off-peak hour,0.10,11.38
2012-06-15 0:00:00,85.19,12.15,0.05,0.03,0,38.75,14.72,19.49,1,Summer,off-peak hour,0.10,8.52
2012-06-15 1:00:00,111.25,34.62,0.06,0.04,0,39.11,14.66,22.76,1,Summer,off-peak hour,0.10,11.13
2012-06-15 2:00:00,75.54,4,0.06,0.03,0,38.71,14.72,18.02,1,Summer,off-peak hour,0.10,7.55
2012-06-15 3:00:00,114.73,41.18,0.05,0.02,0,38.61,14.72,20.15,1,Summer,off-peak hour,0.10,11.47
2012-06-15 4:00:00,74.96,3.96,0.05,0.02,0,38.92,14.69,17.32,1,Summer,off-peak hour,0.10,7.50
2012-06-15 5:00:00,529.33,25.38,0.06,0.03,0,470.91,14.51,18.44,1,Summer,off-peak hour,0.10,52.93
2012-06-15 6:00:00,830.2,20.1,0.06,0.03,0,777.54,14.65,17.82,1,Summer,off-peak hour,0.10,83.02
2012-06-15 7:00:00,107.45,4.58,0.06,53.34,0,20.23,11.29,17.95,1,Summer,off-peak hour,0.10,10.75
2012-06-15 8:00:00,397,41.17,0.06,23.02,127.21,178.13,9.71,17.7,0,Summer,off-peak hour,0.10,39.70
2012-06-15 9:00:00,424.49,3.84,0.07,0.02,0,392.9,9.89,17.77,0,Summer,off-peak hour,0.10,42.45
2012-06-15 10:00:00,168.76,41.21,0.05,0.02,0,99.51,9.7,18.27,1,Summer,off-peak hour,0.10,16.88
2012-06-15 11:00:00,797.46,6.62,0.32,0.02,73.85,690.72,14.77,11.16,1,Summer,off-peak hour,0.10,79.75
2012-06-15 12:00:00,675.88,6.15,0.85,0.07,0.85,663.57,0.55,3.84,1,Summer,off-peak hour,0.10,67.59
2012-06-15 13:00:00,217.5,47.32,0.06,0.08,0,144.12,9.7,16.22,1,Summer,off-peak hour,0.10,21.75
2012-06-15 14:00:00,170.38,40.92,0.09,0.08,55.07,44.83,9.65,19.74,1,Summer,off-peak hour,0.10,17.04
2012-06-15 15:00:00,143.67,16.74,0.09,0.07,40.17,52.66,9.68,24.26,1,Summer,off-peak hour,0.10,14.37
2012-06-15 16:00:00,120.06,48.19,0.05,0.09,0,47.39,9.69,14.65,1,Summer,off-peak hour,0.10,12.01
2012-06-15 17:00:00,691.45,3.09,0.06,0.09,0.62,656.79,9.67,21.13,1,Summer,off-peak hour,0.10,69.15
2012-06-15 18:00:00,1293.48,50.07,0.05,0.08,0.8,1216.11,9.66,16.71,1,Summer,peak hour,0.22,284.57
2012-06-15 19:00:00,617.45,26.2,0.06,0.09,0,562.76,9.67,18.67,1,Summer,peak hour,0.22,135.84
2012-06-15 20:00:00,224.94,28.36,0.07,0.08,33.33,134.71,9.74,18.65,1,Summer,peak hour,0.22,49.49
2012-06-15 21:00:00,193.34,46.79,0.06,0.09,0,120.44,9.7,16.26,1,Summer,peak hour,0.22,42.53
2012-06-15 22:00:00,104.25,18.68,0.05,0.04,0,54.61,9.69,21.18,1,Summer,peak hour,0.22,22.94
2012-06-15 23:00:00,508.22,19.1,0.07,0.05,0,465.76,9.67,13.57,1,Summer,off-peak hour,0.10,50.82
2012-06-16 0:00:00,703.68,32.3,0.05,0.06,0,639.15,9.66,22.46,1,Summer,off-peak hour,0.10,70.37
2012-06-16 1:00:00,226.58,1.14,0.05,0.04,0,201.54,9.65,14.16,1,Summer,off-peak hour,0.10,22.66
2012-06-16 2:00:00,110.16,35.7,0.05,0.02,0,43.52,9.68,21.19,1,Summer,off-peak hour,0.10,11.02
2012-06-16 3:00:00,80.23,7.35,0.05,0.03,0,46.91,9.68,16.21,1,Summer,off-peak hour,0.10,8.02
2012-06-16 4:00:00,81.04,6.98,0.07,0.05,0,45.48,9.68,18.78,1,Summer,off-peak hour,0.10,8.10
2012-06-16 5:00:00,144.89,39.56,0.06,0.06,0,77.03,9.68,18.5,1,Summer,off-peak hour,0.10,14.49
2012-06-16 6:00:00,67.08,1.14,0.05,0.03,0,39.84,9.66,16.36,1,Summer,off-peak hour,0.10,6.71
2012-06-16 7:00:00,107.04,29.53,0.05,46.97,0,0.06,9.68,20.81,1,Summer,off-peak hour,0.10,10.70
2012-06-16 8:00:00,297.85,14.1,0.06,27.45,0.33,232.24,9.67,14,1,Summer,off-peak hour,0.10,29.79
2012-06-16 9:00:00,787.72,13.05,0.06,32.18,1,709.11,9.72,22.6,1,Summer,off-peak hour,0.10,78.77
2012-06-16 10:00:00,558.57,28.97,0.05,0.02,1,505.42,9.72,13.39,1,Summer,off-peak hour,0.10,55.86
2012-06-16 11:00:00,156.4,7.05,0.05,0.06,1,116.87,9.7,21.67,1,Summer,off-peak hour,0.10,15.64
2012-06-16 12:00:00,502.84,36.82,0.06,66.42,1,373.24,9.71,15.59,1,Summer,off-peak hour,0.10,50.28
2012-06-16 13:00:00,292.87,7.15,0.05,0.07,1,255.1,9.68,19.82,1,Summer,off-peak hour,0.10,29.29
2012-06-16 14:00:00,177.18,49.94,0.05,0.02,1,98.62,9.69,17.86,1,Summer,off-peak hour,0.10,17.72
2012-06-16 15:00:00,86.88,4.79,0.05,0.08,1,47.12,9.7,24.14,1,Summer,off-peak hour,0.10,8.69
2012-06-16 16:00:00,113.38,32.26,0.1,0.07,1,47.35,9.71,22.89,1,Summer,off-peak hour,0.10,11.34
2012-06-16 17:00:00,167.83,33.38,0.06,0.08,1,105.44,9.64,18.23,1,Summer,off-peak hour,0.10,16.78
2012-06-16 18:00:00,511.56,7.35,0.06,0.1,1,473.06,9.68,20.31,1,Summer,peak hour,0.22,112.54
2012-06-16 19:00:00,449.32,47.95,0.05,0.07,1,372.78,9.66,17.81,1,Summer,peak hour,0.22,98.85
2012-06-16 20:00:00,252.19,2.24,0.05,0.09,1,215.89,9.71,23.21,1,Summer,peak hour,0.22,55.48
2012-06-16 21:00:00,198.1,26.41,0.05,0.08,1,145.36,9.7,15.5,1,Summer,peak hour,0.22,43.58
2012-06-16 22:00:00,917.31,17.31,417.01,0.03,1,450.22,9.66,22.08,1,Summer,peak hour,0.22,201.81
2012-06-16 23:00:00,1171.34,1.3,695.66,0.02,1,448.86,9.68,14.82,1,Summer,off-peak hour,0.10,117.13
2012-06-17 0:00:00,481.03,37.99,9.38,0.04,1,400.86,9.67,22.09,1,Summer,off-peak hour,0.10,48.10
2012-06-17 1:00:00,76.13,0.5,0.05,0.04,1,49.96,9.67,14.91,1,Summer,off-peak hour,0.10,7.61
2012-06-17 2:00:00,95.09,4.48,0.1,0.03,1,58.3,9.67,21.51,1,Summer,off-peak hour,0.10,9.51
2012-06-17 3:00:00,104.51,18.55,0.05,0.05,0.68,60.18,9.68,15.32,1,Summer,off-peak hour,0.10,10.45
2012-06-17 4:00:00,80.93,0.96,0.07,0.07,0,48.93,9.69,21.21,1,Summer,off-peak hour,0.10,8.09
2012-06-17 5:00:00,104.23,31.9,0.08,0.05,0,47.18,9.68,15.34,1,Summer,off-peak hour,0.10,10.42
2012-06-17 6:00:00,132.42,15.08,0.07,0.04,0,86.41,9.63,21.19,1,Summer,off-peak hour,0.10,13.24
2012-06-17 7:00:00,303.29,1.92,0.08,73.62,65.21,137.32,9.71,15.43,1,Summer,off-peak hour,0.10,30.33
2012-06-17 8:00:00,215.34,46.3,0.07,32.19,0,105.81,9.68,21.29,1,Summer,off-peak hour,0.10,21.53
2012-06-17 9:00:00,126.74,1.31,0.05,0.05,0,100.61,9.69,15.03,1,Summer,off-peak hour,0.10,12.67
2012-06-17 10:00:00,217.84,21.12,0.05,0.06,0,165.2,9.68,21.73,0,Summer,off-peak hour,0.10,21.78
2012-06-17 11:00:00,132.85,48.92,0.07,0.06,0,59.1,9.73,14.97,0,Summer,off-peak hour,0.10,13.29
2012-06-17 12:00:00,177.76,4.78,0.05,66.72,0,74.2,9.7,22.31,0,Summer,off-peak hour,0.10,17.78
2012-06-17 13:00:00,129.3,49.15,0.05,0.1,0,53.95,9.69,16.36,0,Summer,off-peak hour,0.10,12.93
2012-06-17 14:00:00,1153.68,48.42,0.05,0.08,0,1074.45,9.69,20.99,1,Summer,off-peak hour,0.10,115.37
2012-06-17 15:00:00,138.6,46.62,0.05,65.71,0,0.06,9.69,16.53,1,Summer,off-peak hour,0.10,13.86
2012-06-17 16:00:00,129.97,45.2,0.05,0.05,0,54.24,9.69,20.74,1,Summer,off-peak hour,0.10,13.00
2012-06-17 17:00:00,127.92,44.27,0.06,0.03,0,57.7,9.68,16.18,1,Summer,off-peak hour,0.10,12.79
2012-06-17 18:00:00,150.92,43.72,0.04,0.05,0,76.34,9.75,21.02,1,Summer,peak hour,0.22,33.20
2012-06-17 19:00:00,211.07,44.74,0.06,0.07,0,138,9.7,18.5,1,Summer,peak hour,0.22,46.44
2012-06-17 20:00:00,126.63,44.25,0.05,0.04,0,48.2,10.16,23.93,1,Summer,peak hour,0.22,27.86
2012-06-17 21:00:00,153.32,33.96,0.07,0.08,0,94.7,9.62,14.89,1,Summer,peak hour,0.22,33.73
2012-06-17 22:00:00,849.55,0.69,0.05,0.02,0,815.75,9.64,23.4,1,Summer,peak hour,0.22,186.90
2012-06-17 23:00:00,506.04,24.56,0.05,0.03,0,457.49,9.69,14.22,1,Summer,off-peak hour,0.10,50.60
2012-06-18 0:00:00,101.07,23.5,0.05,0.04,0,44.83,9.68,22.97,1,Summer,off-peak hour,0.10,10.11
2012-06-18 1:00:00,74.58,1.07,0.05,0.03,0,49.13,9.67,14.63,1,Summer,off-peak hour,0.10,7.46
2012-06-18 2:00:00,120.37,41.82,0.04,0.03,0,48.74,9.12,20.62,1,Summer,off-peak hour,0.10,12.04
2012-06-18 3:00:00,73.34,1.22,0.08,0.04,0,46.79,9.67,15.54,1,Summer,off-peak hour,0.10,7.33
2012-06-18 4:00:00,105.81,26.76,0.11,0.07,0,47.67,9.65,21.55,1,Summer,off-peak hour,0.10,10.58
2012-06-18 5:00:00,375.29,17.23,0.08,0.07,0,332.31,9.67,15.93,1,Summer,off-peak hour,0.10,37.53
2012-06-18 6:00:00,79.24,0.81,0.05,47.81,0,2.29,9.69,20.88,1,Summer,off-peak hour,0.10,7.92
2012-06-18 7:00:00,170.16,43.82,0.06,0.01,0,99.69,9.86,16.72,1,Summer,off-peak hour,0.10,17.02
2012-06-18 8:00:00,298.19,1.06,0.06,0.03,55.39,211.69,9.65,20.31,1,Summer,off-peak hour,0.10,29.82
2012-06-18 9:00:00,591.54,26.36,0.04,0.03,0,538.05,9.67,17.39,1,Summer,off-peak hour,0.10,59.15
2012-06-18 10:00:00,576.71,18.67,0.04,0.02,0,528.58,9.65,19.75,1,Summer,off-peak hour,0.10,57.67
2012-06-18 11:00:00,141.53,21.29,0.06,0.03,0,92.17,9.72,18.26,1,Summer,off-peak hour,0.10,14.15
2012-06-18 12:00:00,766.35,34.12,0.09,0.05,0,700.98,9.72,21.39,0,Summer,off-peak hour,0.10,76.64
2012-06-18 13:00:00,149.41,1.27,0.06,0.03,0,116.92,9.67,21.46,0,Summer,off-peak hour,0.10,14.94
2012-06-18 14:00:00,230.88,41.44,0.06,0.02,0,163.54,9.7,16.12,0,Summer,off-peak hour,0.10,23.09
2012-06-18 15:00:00,81.04,5.35,0.06,0.03,0,43.91,9.62,22.07,0,Summer,off-peak hour,0.10,8.10
2012-06-18 16:00:00,103.88,25,0.04,0.02,0.12,50.29,8.78,19.63,0,Summer,off-peak hour,0.10,10.39
2012-06-18 17:00:00,723.54,33.28,0.13,0.03,48.65,620.49,7.96,13,0,Summer,off-peak hour,0.10,72.35
2012-06-18 18:00:00,110.12,1.42,0.05,0.03,0,79.91,9.66,19.05,0,Summer,peak hour,0.22,24.23
2012-06-18 19:00:00,151.53,45.62,0.05,0.04,0,76.22,9.7,19.9,0,Summer,peak hour,0.22,33.34
2012-06-18 20:00:00,79.76,8.92,0.05,0.09,27,17,9.97,16.73,0,Summer,peak hour,0.22,17.55
2012-06-18 21:00:00,701.77,37.63,0.07,0.08,0,484.64,157.8,21.55,0,Summer,peak hour,0.22,154.39
2012-06-18 22:00:00,1034.05,15.74,0.07,0.05,0,805.29,197.87,15.03,1,Summer,peak hour,0.22,227.49
2012-06-18 23:00:00,172.09,21.09,0.07,0.02,0,69.65,58.09,23.17,1,Summer,off-peak hour,0.10,17.21
2012-06-19 0:00:00,103.61,25.61,0.06,0.04,0,48.31,14.65,14.94,1,Summer,off-peak hour,0.10,10.36
2012-06-19 1:00:00,87.34,2.27,0.06,0.05,0,47.79,14.62,22.55,1,Summer,off-peak hour,0.10,8.73
2012-06-19 2:00:00,117.34,41.27,0.08,0.03,0,45.36,14.7,15.9,1,Summer,off-peak hour,0.10,11.73
2012-06-19 3:00:00,90.06,1.24,0.07,0.03,0,53.04,14.69,20.99,1,Summer,off-peak hour,0.10,9.01
2012-06-19 4:00:00,149.92,35.27,0.09,0.02,0,82.15,14.73,17.66,1,Summer,off-peak hour,0.10,14.99
